link, map
https://gggreplays.com/matches/159163, Para Site LE
https://gggreplays.com/matches/156266, Dreamcatcher LE
https://gggreplays.com/matches/156262, Dreamcatcher LE (Test)
https://gggreplays.com/matches/156240, Fracture LE
https://gggreplays.com/matches/156238, Para Site LE
https://gggreplays.com/matches/156547, Blueshift LE
https://gggreplays.com/matches/156452, Lost and Found LE
https://gggreplays.com/matches/156175, Blueshift LE
https://gggreplays.com/matches/156177, Fracture LE
https://gggreplays.com/matches/156176, Acid Plant LE
https://gggreplays.com/matches/156170, Blueshift LE
https://gggreplays.com/matches/156156, Lost and Found LE
https://gggreplays.com/matches/156151, Cerulean Fall LE
https://gggreplays.com/matches/156148, Dreamcatcher LE
https://gggreplays.com/matches/157196, Lost and Found LE
https://gggreplays.com/matches/156222, Lost and Found LE
https://gggreplays.com/matches/156125, Acid Plant LE
https://gggreplays.com/matches/156139, Acid Plant LE
https://gggreplays.com/matches/157201, Blueshift LE
https://gggreplays.com/matches/156522, Cerulean Fall LE
https://gggreplays.com/matches/156102, Fracture LE
https://gggreplays.com/matches/156571, Fracture LE
https://gggreplays.com/matches/157209, Fracture LE
https://gggreplays.com/matches/157210, Dreamcatcher LE
https://gggreplays.com/matches/156135, Acid Plant LE
https://gggreplays.com/matches/156136, Lost and Found LE
https://gggreplays.com/matches/156087, Lost and Found LE
https://gggreplays.com/matches/156567, Fracture LE
https://gggreplays.com/matches/155954, Lost and Found LE
https://gggreplays.com/matches/157141, Cerulean Fall LE
https://gggreplays.com/matches/155954, Lost and Found LE
https://gggreplays.com/matches/157141, Cerulean Fall LE
https://gggreplays.com/matches/156142, Acid Plant LE
https://gggreplays.com/matches/156137, Para Site LE
https://gggreplays.com/matches/155911, Cerulean Fall LE
https://gggreplays.com/matches/155909, Cerulean Fall LE
https://gggreplays.com/matches/155899, Para Site LE
https://gggreplays.com/matches/155892, Para Site LE
https://gggreplays.com/matches/155891, Lost and Found LE
https://gggreplays.com/matches/157326, Lost and Found LE
https://gggreplays.com/matches/157327, Acid Plant LE
https://gggreplays.com/matches/155881, Dreamcatcher LE
https://gggreplays.com/matches/157329, Dreamcatcher LE
https://gggreplays.com/matches/155871, Dreamcatcher LE
https://gggreplays.com/matches/155867, Blueshift LE
https://gggreplays.com/matches/157328, Fracture LE
https://gggreplays.com/matches/155863, Blueshift LE
https://gggreplays.com/matches/155842, Cerulean Fall LE
https://gggreplays.com/matches/155838, Lost and Found LE
https://gggreplays.com/matches/155818, Para Site LE
https://gggreplays.com/matches/155810, Cerulean Fall LE
https://gggreplays.com/matches/155808, Lost and Found LE
https://gggreplays.com/matches/156564, Fracture LE
https://gggreplays.com/matches/159170, Fracture LE
https://gggreplays.com/matches/155750, Fracture LE
https://gggreplays.com/matches/155749, Fracture LE
https://gggreplays.com/matches/156105, Acid Plant LE
https://gggreplays.com/matches/156106, Fracture LE
https://gggreplays.com/matches/155744, Lost and Found LE
https://gggreplays.com/matches/156103, Blueshift LE
https://gggreplays.com/matches/156104, Lost and Found LE
https://gggreplays.com/matches/159181, Fracture LE
https://gggreplays.com/matches/155675, Acid Plant LE
https://gggreplays.com/matches/155671, Cerulean Fall LE
https://gggreplays.com/matches/155672, Cerulean Fall LE
https://gggreplays.com/matches/155670, Para Site LE
https://gggreplays.com/matches/155673, Blueshift LE
https://gggreplays.com/matches/155643, Acid Plant LE
https://gggreplays.com/matches/155629, Para Site LE
https://gggreplays.com/matches/155626, Lost and Found LE
https://gggreplays.com/matches/155613, Para Site LE
https://gggreplays.com/matches/155611, Para Site LE
https://gggreplays.com/matches/155609, Fracture LE
https://gggreplays.com/matches/155608, Para Site LE
https://gggreplays.com/matches/155598, Blueshift LE
https://gggreplays.com/matches/155585, Lost and Found LE
https://gggreplays.com/matches/155582, Dreamcatcher LE
https://gggreplays.com/matches/155581, Para Site LE
https://gggreplays.com/matches/155573, Blueshift LE
https://gggreplays.com/matches/159614, Acid Plant LE
https://gggreplays.com/matches/159617, Blueshift LE
https://gggreplays.com/matches/159618, Fracture LE
https://gggreplays.com/matches/155554, Blueshift LE
https://gggreplays.com/matches/156140, Para Site LE
https://gggreplays.com/matches/155550, Cerulean Fall LE
https://gggreplays.com/matches/155542, Blueshift LE
https://gggreplays.com/matches/155543, Fracture LE
https://gggreplays.com/matches/156138, Lost and Found LE
https://gggreplays.com/matches/159619, Fracture LE
https://gggreplays.com/matches/156143, Dreamcatcher LE
https://gggreplays.com/matches/155534, Acid Plant LE
https://gggreplays.com/matches/155532, Cerulean Fall LE
https://gggreplays.com/matches/155531, Blueshift LE
https://gggreplays.com/matches/159627, Acid Plant LE
https://gggreplays.com/matches/159625, Acid Plant LE
https://gggreplays.com/matches/159629, Blueshift LE
https://gggreplays.com/matches/155527, Dreamcatcher LE
https://gggreplays.com/matches/155518, Cerulean Fall LE
https://gggreplays.com/matches/155522, Para Site LE
https://gggreplays.com/matches/156360, Dreamcatcher LE
https://gggreplays.com/matches/156287, Acid Plant LE
https://gggreplays.com/matches/155498, Para Site LE
https://gggreplays.com/matches/155494, Cerulean Fall LE
https://gggreplays.com/matches/156946, Cerulean Fall LE
https://gggreplays.com/matches/156950, Fracture LE
https://gggreplays.com/matches/159729, Fracture LE
https://gggreplays.com/matches/156949, Lost and Found LE
https://gggreplays.com/matches/159730, Fracture LE
https://gggreplays.com/matches/159731, Para Site LE
https://gggreplays.com/matches/159735, Blueshift LE
https://gggreplays.com/matches/156566, Fracture LE
https://gggreplays.com/matches/155487, Cerulean Fall LE
https://gggreplays.com/matches/155458, Blueshift LE
https://gggreplays.com/matches/159188, Fracture LE
https://gggreplays.com/matches/159189, Lost and Found LE
https://gggreplays.com/matches/159191, Lost and Found LE
https://gggreplays.com/matches/159192, Lost and Found LE
https://gggreplays.com/matches/159193, Dreamcatcher LE
https://gggreplays.com/matches/155448, Acid Plant LE
https://gggreplays.com/matches/156108, Dreamcatcher LE
https://gggreplays.com/matches/156107, Dreamcatcher LE
https://gggreplays.com/matches/156109, Cerulean Fall LE
https://gggreplays.com/matches/155440, Para Site LE
https://gggreplays.com/matches/156115, Cerulean Fall LE
https://gggreplays.com/matches/156145, Acid Plant LE
https://gggreplays.com/matches/155403, Dreamcatcher LE
https://gggreplays.com/matches/155383, Blueshift LE
https://gggreplays.com/matches/155381, Para Site LE
https://gggreplays.com/matches/159931, Dreamcatcher LE
https://gggreplays.com/matches/155215, Fracture LE
https://gggreplays.com/matches/159200, Dreamcatcher LE
https://gggreplays.com/matches/159203, Blueshift LE
https://gggreplays.com/matches/159932, Lost and Found LE
https://gggreplays.com/matches/155382, Para Site LE
https://gggreplays.com/matches/159208, Para Site LE
https://gggreplays.com/matches/159210, Cerulean Fall LE
https://gggreplays.com/matches/159936, Para Site LE
https://gggreplays.com/matches/159211, Fracture LE
https://gggreplays.com/matches/154003, Dreamcatcher LE
https://gggreplays.com/matches/154239, Fracture LE
https://gggreplays.com/matches/159213, Blueshift LE
https://gggreplays.com/matches/154211, Acid Plant LE
https://gggreplays.com/matches/154228, Lost and Found LE
https://gggreplays.com/matches/153991, Fracture LE
https://gggreplays.com/matches/156110, Acid Plant LE
